,Date,Form,New,Matters_level01,Matters_level2
1207,1640-02-03T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
1208,1640-02-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1209,1640-02-20T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1211,1640-03-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1213,1640-04-15T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
1214,1640-04-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1217,1640-04-20T00:00:00Z,Verordnung,True,5 Land Divisions,Public Construction Infrastructure
1218,1640-05-01T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1219,1640-05-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1220,1640-05-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1221,1640-05-26T00:00:00Z,Ordnung,True,2 Public Order and Safety,Administration and Justice
1222,1640-05-26T00:00:00Z,Verordnung,True,5 Land Divisions,Water
1223,1640-06-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1225,1640-07-04T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1227,1640-08-06T00:00:00Z,Verordnung,False,1 Social Order and Religion,Matters of Religion
1230,1640-09-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1231,1640-10-22T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1232,1640-11-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1233,1640-11-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1234,1640-12-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1235,1640-12-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1236,1640-12-29T00:00:00Z,Verordnung,True,1 Social Order and Religion,Abundance and Luxury
1237,1641-01-07T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Agriculture
1238,1641-01-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1240,1641-02-08T00:00:00Z,Verordnung,False,2 Public Order and Safety,Administration and Justice
1245,1641-03-01T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1246,1641-03-01T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1248,1641-03-19T00:00:00Z,Ordnung,False,5 Land Divisions,Land Real Estate
1249,1641-03-24T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
1251,1641-04-08T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1252,1641-05-08T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1257,1641-06-07T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1258,1641-06-29T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Agriculture
1259,1641-07-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1261,1641-08-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1263,1641-09-04T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
1264,1641-09-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1265,1641-09-13T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1268,1641-09-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1269,1641-10-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
1270,1641-10-18T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1271,1641-11-05T00:00:00Z,Verordnung,False,1 Social Order and Religion,Matters of Religion
1275,1642-02-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1279,1642-03-07T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
1281,1642-04-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1282,1642-04-14T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1283,1642-05-02T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1284,1642-05-06T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1285,1642-05-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
1286,1642-05-12T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1287,1642-07-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1288,1642-07-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Craft and trade
1293,1642-08-27T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Trade and Services
1296,1642-09-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1297,1642-09-28T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1298,1642-09-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1299,1642-09-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1300,1642-11-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1302,1642-11-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1303,1642-12-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1304,1643-01-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1305,1643-01-02T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1306,1643-01-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1307,1643-01-09T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1308,1643-01-19T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1309,1643-02-22T00:00:00Z,Verordnung,True,5 Land Divisions,Public Construction Infrastructure
1312,1643-04-07T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1313,1643-04-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1314,1643-04-20T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1315,1643-04-24T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1317,1643-04-25T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1318,1643-05-01T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1319,1643-05-01T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
1320,1643-05-13T00:00:00Z,Ordnung,True,1 Social Order and Religion,Marginal Groups
1321,1643-05-23T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
1322,1643-06-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1323,1643-06-14T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1326,1643-07-07T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1328,1643-07-29T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
1329,1643-08-03T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1331,1643-09-04T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1332,1643-09-08T00:00:00Z,Ordnung,True,3 Social Services. Healthcare. Education. Culture,Poor Relief
1333,1643-09-27T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1334,1643-12-16T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Work Order/Work Regulation
1335,1644-01-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1336,1644-01-11T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1337,1644-01-23T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1338,1644-01-31T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
1340,1644-02-12T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1341,1644-02-28T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
1342,1644-04-11T00:00:00Z,Ordnung,False,1 Social Order and Religion,Matters of Religion
1343,1644-04-13T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1344,1644-04-13T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
1345,1644-05-07T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
1346,1644-05-22T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1347,1644-05-23T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1348,1644-06-07T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
1349,1644-06-12T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Forestry and Land Use
1350,1644-06-24T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
1351,1644-06-24T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1352,1644-08-10T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1353,1644-08-24T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1354,1644-08-28T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1355,1644-09-12T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Agriculture
1357,1644-10-20T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
1358,1644-10-20T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
1359,1644-10-26T00:00:00Z,Verordnung,False,1 Social Order and Religion,Matters of Religion
1360,1644-10-26T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
1362,1644-11-13T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1364,1644-11-30T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
1365,1644-11-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1366,1644-12-17T00:00:00Z,Ordnung,False,4 Economic order. Work and professional regulations,Trade and Services
1367,1645-02-14T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1369,1645-03-26T00:00:00Z,Ordnung,False,1 Social Order and Religion,Marginal Groups
1370,1645-04-10T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1371,1645-04-14T00:00:00Z,Ordnung,True,2 Public Order and Safety,Administration and Justice
1372,1645-05-09T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Monetary and Credit System
1373,1645-05-30T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Agriculture
1375,1645-06-23T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
1376,1645-07-12T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1380,1645-11-08T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1381,1645-11-21T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1382,1645-11-21T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1383,1645-11-21T00:00:00Z,Ordnung,True,4 Economic order. Work and professional regulations,Trade and Services
1384,1645-11-25T00:00:00Z,Verordnung,False,4 Economic order. Work and professional regulations,Monetary and Credit System
1386,1645-12-18T00:00:00Z,Verordnung,True,2 Public Order and Safety,Censorship
1387,1645-12-31T00:00:00Z,Verordnung,True,5 Land Divisions,Land Real Estate
1388,1646-01-15T00:00:00Z,Verordnung,True,1 Social Order and Religion,Matters of Religion
1389,1646-01-31T00:00:00Z,Verordnung,True,4 Economic order. Work and professional regulations,Work Order/Work Regulation
1391,1646-03-12T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
1392,1646-03-21T00:00:00Z,Verordnung,True,1 Social Order and Religion,Marginal Groups
1394,1646-04-13T00:00:00Z,Ordnung,True,1 Social Order and Religion,Matters of Religion
1395,1646-04-13T00:00:00Z,Verordnung,True,2 Public Order and Safety,Administration and Justice
